hh_ids,m_ids_owner,trx_yr_mo,inc_i_byti,inc_i_byti_AGRI,inc_i_byti_CITMPC,inc_i_byti_NEINCG,inc_i_byti_REI,inc_i_byti_RIOI,inc_i_byti_RR,inc_i_byti_SEI
"KMOMB21","57134382216000000","2012_12",47.35294,0,0,0,0,0,47.35294,0
"KMOMB21","57134382216000000","2013_01",80,0,0,0,56.47059,0,23.52941,0
"KMOMB21","57134382216000000","2013_02",118.8235,0,0,0,118.8235,0,0,0
"KMOMB21","57134382216000000","2013_03",52.94118,0,0,0,0,0,52.94118,0
"KMOMB21","57134382216000000","2013_04",172.9412,0,0,0,62.35294,0,110.5882,0
"KMOMB21","57134382216000000","2013_05",177,0,0,0,124.7059,0,52.29412,0
"KMOMB21","57134382216000000","2013_06",116.1412,0,0,0,58.82353,0,57.31765,0
"KMOMB21","57134382216000000","2013_07",49.22353,0,0,0,0,0,49.22353,0
"KMOMB21","57134382216000000","2013_08",84.70588,0,0,0,58.82353,0,25.88235,0
"KMOMB21","57134382216000000","2013_09",119.1176,0,0,0,58.82353,0,60.29412,0
"KMOMB22","57134402623200000","2012_11",6.235294,6.235294,0,0,0,0,0,0
"KMOMB22","57134402623200000","2012_12",2.352941,2.352941,0,0,0,0,0,0
"KMOMB22","57134402623200000","2013_03",8.235294,4.705883,0,0,0,0,3.529412,0
"KMOMB22","57134402623200000","2013_04",27.11764,5.882353,0,0,0,0,0,21.23529
"KMOMB22","57134402623200000","2013_05",101.0588,.2352941,0,0,0,0,.7058824,100.1176
"KMOMB22","57134402623200000","2013_06",39.70588,0,0,0,0,0,7.764706,31.94118
"KMOMB22","57134402623200000","2013_07",70.2353,10,0,0,0,0,25.29412,34.94118
"KMOMB22","57134402623200000","2013_08",46.05882,12.47059,0,0,0,0,20.35294,13.2353
"KMOMB22","57134402623200000","2013_09",15.88235,4.705883,0,0,0,0,10.47059,.7058824
"KMOMB22","57134423347300000","2013_03",8.235294,0,8.235294,0,0,0,0,0
"KMOMB22","57134423347300000","2013_08",4.705883,0,4.705883,0,0,0,0,0
"KMOMB22","57134423347300000","2013_09",9.411765,0,0,9.411765,0,0,0,0
"KMOMB22","57136117645700000","2013_09",5.294118,0,0,0,0,0,0,5.294118
"KMOMB22","HH","2012_12",9.411765,0,0,0,0,0,0,9.411765
"KMOMB22","HH","2013_01",38.17647,0,0,0,0,0,0,38.17647
"KMOMB22","HH","2013_02",14.58824,0,0,0,0,0,8.470589,6.117647
"KMOMB22","HH","2013_03",18.85882,0,0,0,0,0,7.882353,10.97647
"KMOMB22","HH","2013_04",72.17647,0,0,10,0,0,19.64706,42.52941
"KMOMB22","HH","2013_05",15.88235,0,0,0,0,0,15.88235,0
"KMOMB22","HH","2013_06",6.705882,0,0,0,0,0,6.705882,0
"KMOMB22","HH","2013_07",78,0,0,0,0,0,78,0
"KMOMB22","HH","2013_08",8.705882,0,0,0,0,0,8.705882,0
"KMOMB23","57134458997500000","2012_11",14.58824,0,0,0,0,0,0,14.58824
"KMOMB23","57134458997500000","2012_12",263.7647,0,0,0,0,0,0,263.7647
"KMOMB23","57134458997500000","2013_01",35.29412,0,0,0,0,0,0,35.29412
"KMOMB23","57134458997500000","2013_02",202.5882,0,0,0,0,0,0,202.5882
"KMOMB23","57134458997500000","2013_03",42.11765,0,0,0,0,0,1.764706,40.35294
"KMOMB23","57134458997500000","2013_04",152.2353,0,0,0,0,0,0,152.2353
"KMOMB23","57134458997500000","2013_05",158.7059,0,0,0,0,0,0,158.7059
"KMOMB23","57134458997500000","2013_06",15.41177,0,0,0,0,0,0,15.41177
"KMOMB23","57134458997500000","2013_07",56.47059,0,0,0,0,0,0,56.47059
"KMOMB23","57134458997500000","2013_08",122.4706,0,0,0,0,0,0,122.4706
"KMOMB23","57134458997500000","2013_09",288.7059,0,0,0,0,0,0,288.7059
"KMOMB23","57134459355200000","2013_02",2.352941,0,0,0,0,0,2.352941,0
"KMOMB23","57134459355200000","2013_03",8.82353,0,0,0,0,0,8.82353,0
"KMOMB23","57134459355200000","2013_04",3.764706,0,0,0,0,0,3.764706,0
"KMOMB23","57134459355200000","2013_05",8.235294,0,0,0,0,0,8.235294,0
"KMOMB23","57134459355200000","2013_06",4.705883,0,0,0,0,0,4.705883,0
"KMOMB23","57134459355200000","2013_09",.8235294,0,0,0,0,0,.8235294,0
"KMOMB23","57134459583500000","2012_11",117.6471,0,0,0,117.6471,0,0,0
"KMOMB23","57134459583500000","2012_12",94.11765,0,0,0,94.11765,0,0,0
"KMOMB23","57134459583500000","2013_03",94.11765,0,0,0,94.11765,0,0,0
"KMOMB23","57134459583500000","2013_05",94.11765,0,0,0,94.11765,0,0,0
"KMOMB23","57134459583500000","2013_06",222.3529,0,0,0,222.3529,0,0,0
"KMOMB23","57134459583500000","2013_07",111.7647,0,0,0,111.7647,0,0,0
"KMOMB23","57134459583500000","2013_08",112.9412,0,0,0,107.0588,0,5.882353,0
"KMOMB23","57134459657200000","2013_02",16.2,0,0,0,0,0,0,16.2
"KMOMB23","57134459657200000","2013_04",9.364706,0,0,0,0,0,0,9.364706
"KMOMB23","57134459657200000","2013_07",17.05882,0,17.05882,0,0,0,0,0
"KMOMB23","57134459657200000","2013_08",17.64706,0,0,0,0,0,17.64706,0
"KMOMB23","HH","2013_06",1.411765,0,0,0,0,0,1.411765,0
"KMOMB23","HH","2013_07",9.411765,0,0,0,0,0,9.411765,0
"KMOMB23","HH","2013_08",24,0,0,0,0,0,24,0
"KMOMB23","HH","2013_09",4.235294,0,0,0,0,0,4.235294,0
"KMOMK01","61134491524800000","2012_11",14.25882,0,0,0,0,0,11.90588,2.352941
"KMOMK01","61134491524800000","2012_12",5.294117,0,0,0,0,0,5.294117,0
"KMOMK01","61134491524800000","2013_01",21.47059,0,0,0,0,0,13.23529,8.235294
"KMOMK01","61134491524800000","2013_02",30.70588,0,0,0,0,0,25.41176,5.294118
"KMOMK01","61134491524800000","2013_03",33.17647,0,0,0,0,7.058824,24.35294,1.764706
"KMOMK01","61134491524800000","2013_04",70.14117,0,0,0,0,0,67.2,2.941177
"KMOMK01","61134491524800000","2013_05",29.4,0,2.352941,0,0,0,23.51765,3.529412
"KMOMK01","61134491524800000","2013_06",30.24706,0,0,0,0,0,27.30588,2.941177
"KMOMK01","61134491524800000","2013_07",3.529412,0,0,0,0,0,1.764706,1.764706
"KMOMK01","61134491524800000","2013_08",108.2353,0,0,0,0,0,108.2353,0
"KMOMK01","61134491532800000","2012_11",11.76471,0,0,0,0,0,0,11.76471
"KMOMK01","61134491532800000","2013_01",13.52941,0,0,0,0,0,0,13.52941
"KMOMK01","61134491532800000","2013_02",9.705882,0,0,0,0,0,3.529412,6.17647
"KMOMK01","61134491532800000","2013_03",10.82353,0,0,0,0,0,3.764706,7.058824
"KMOMK01","61134491532800000","2013_04",19.11765,0,0,0,0,0,5.882353,13.23529
"KMOMK01","61134491532800000","2013_05",7.058824,0,0,0,0,0,0,7.058824
"KMOMK01","61134491532800000","2013_06",1.764706,0,0,0,0,0,0,1.764706
"KMOMK01","61134491532800000","2013_07",1.176471,0,0,0,0,1.176471,0,0
"KMOMK01","61134491532800000","2013_09",11.76471,0,0,0,0,0,11.76471,0
"KMOMK01","61134491544900000","2012_11",.5882353,0,0,0,0,0,.5882353,0
"KMOMK01","61134491544900000","2013_01",7.22353,0,0,0,0,0,7.22353,0
"KMOMK01","61134491544900000","2013_02",4.705883,0,0,0,0,0,4.705883,0
"KMOMK01","61134491544900000","2013_04",35.88235,0,0,0,0,0,35.88235,0
"KMOMK01","61134491544900000","2013_05",25.10588,0,0,0,0,0,25.10588,0
"KMOMK01","61134491544900000","2013_06",3.470588,0,0,0,0,0,3.470588,0
"KMOMK01","61135730036000000","2012_12",17.64706,0,0,0,0,0,0,17.64706
"KMOMK01","HH","2012_11",2.941176,0,0,0,0,0,2.941176,0
"KMOMK01","HH","2013_01",6.588235,0,0,0,0,0,6.588235,0
"KMOMK01","HH","2013_02",1.764706,0,0,0,0,0,1.764706,0
"KMOMK01","HH","2013_03",4.352942,0,0,0,0,0,4.352942,0
"KMOMK01","HH","2013_04",9.882353,0,0,0,0,0,9.882353,0
"KMOMK01","HH","2013_05",4.541176,0,0,0,0,0,4.541176,0
"KMOMK01","HH","2013_06",4.235294,0,0,0,0,0,4.235294,0
"KMOMK01","HH","2013_07",20.82353,0,0,0,0,0,20.82353,0
"KMOMK03","61134406243400000","2012_10",115.2471,-9.882354,0,0,0,0,0,125.1294
"KMOMK03","61134406243400000","2012_11",393.0941,-19.76471,0,0,0,0,0,412.8588
"KMOMK03","61134406243400000","2012_12",488.7059,-11,0,0,0,0,320.5882,179.1176
"KMOMK03","61134406243400000","2013_01",424.2588,-36.05882,0,0,0,0,117.6471,342.6706
"KMOMK03","61134406243400000","2013_02",95.88236,-12.23529,0,0,0,0,0,108.1177
"KMOMK03","61134406243400000","2013_03",152.4706,-30.58824,0,0,0,0,0,183.0588
"KMOMK03","61134406243400000","2013_04",571.3529,-10.58823,0,0,0,0,458.8235,123.1176
"KMOMK03","61134406243400000","2013_05",44.41175,-4.705883,0,0,0,0,58.82353,-9.705891
"KMOMK03","61134406243400000","2013_06",-139.7647,-35.29412,0,0,0,0,47.05882,-151.5294
"KMOMK03","61134406243400000","2013_07",105.2941,-17.64706,0,0,0,0,47.05882,75.88235
"KMOMK03","61134406243400000","2013_08",120,-34.11765,0,0,0,0,0,154.1176
"KMOMK03","61134406652800000","2012_11",-17.72941,0,0,0,0,0,0,-17.72941
"KMOMK03","61134406652800000","2012_12",71.82353,0,0,0,0,0,0,71.82353
"KMOMK03","61134406652800000","2013_01",59.18824,0,0,0,0,0,0,59.18824
"KMOMK03","61134406652800000","2013_02",48.11765,0,0,0,0,0,0,48.11765
"KMOMK03","61134406652800000","2013_03",-.8823526,0,0,0,0,0,0,-.8823526
"KMOMK03","61134406652800000","2013_04",4.788236,0,0,0,0,0,0,4.788236
"KMOMK03","61134406652800000","2013_06",65.17647,0,0,0,0,0,129.4118,-64.23529
"KMOMK03","61134406652800000","2013_07",71.05882,0,0,0,0,0,47.05882,24
"KMOMK03","61134406652800000","2013_08",62,0,0,0,0,0,47.05882,14.94118
"KMOMK03","61134406652800000","2013_09",200.9412,0,0,0,0,0,70.58823,130.3529
"KMOMK03","61134406652800000","2013_10",21.17647,0,0,0,0,0,11.76471,9.411764
"KMOMK03","61134406903600000","2012_12",6.176471,0,0,0,0,0,6.176471,0
"KMOMK03","61134406903600000","2013_01",1.176471,0,0,0,0,1.176471,0,0
"KMOMK03","61134406903600000","2013_02",17.64706,0,0,0,0,17.64706,0,0
"KMOMK03","61134406903600000","2013_03",31.76471,0,0,0,0,31.76471,0,0
"KMOMK03","61134406903600000","2013_04",76.47059,0,0,0,0,76.47059,0,0
"KMOMK03","61134406903600000","2013_05",29.41176,0,29.41176,0,0,0,0,0
"KMOMK03","61134406903600000","2013_06",117.6471,0,117.6471,0,0,0,0,0
"KMOMK03","61134406903600000","2013_07",164.7059,0,88.23529,0,0,76.47059,0,0
"KMOMK03","HH","2012_11",16.47059,0,0,0,0,16.47059,0,0
"KMOMK03","HH","2012_12",8.235294,0,0,0,0,8.235294,0,0
"KMOMK03","HH","2013_01",8.235294,0,0,0,0,8.235294,0,0
"KMOMK03","HH","2013_02",8.235294,0,0,0,0,8.235294,0,0
"KMOMK03","HH","2013_03",8.235294,0,0,0,0,8.235294,0,0
"KMOMK03","HH","2013_04",28.23529,0,0,0,0,28.23529,0,0
"KMOMK03","HH","2013_05",36.47059,0,0,0,0,36.47059,0,0
"KMOMK03","HH","2013_07",8.235294,0,0,0,0,8.235294,0,0
"KMOMK03","HH","2013_09",9.411765,0,0,0,0,9.411765,0,0
"KMOMK03","HH","2013_10",9.411765,0,0,0,0,9.411765,0,0
"KMOMK04","61134365439200000","2012_10",105.8824,0,0,0,105.8824,0,0,0
"KMOMK04","61134365439200000","2012_11",200,0,0,0,200,0,0,0
"KMOMK04","61134365439200000","2012_12",82.35294,0,0,0,82.35294,0,0,0
"KMOMK04","61134365439200000","2013_01",103.5294,0,0,0,103.5294,0,0,0
"KMOMK04","61134365439200000","2013_02",105.8824,0,0,0,105.8824,0,0,0
"KMOMK04","61134365439200000","2013_03",109.2941,-2.352941,0,0,105.8824,0,0,5.764706
"KMOMK04","61134365439200000","2013_04",65.17647,-29.41176,0,0,87.52941,0,0,7.058824
"KMOMK04","61134365439200000","2013_05",154.0941,-5.294117,0,0,152.9412,0,0,6.447059
"KMOMK04","61134365439200000","2013_06",208.6118,-2.352941,0,0,198.9412,0,0,12.02353
"KMOMK04","61134365439200000","2013_07",10.83529,0,0,0,0,0,1.411765,9.42353
"KMOMK04","61134365439200000","2013_08",137.2353,-3.058824,117.6471,0,0,0,11.76471,10.88235
"KMOMK04","61134365439200000","2013_09",34.41177,0,0,0,147.0588,0,0,-112.6471
"KMOMK04","61134365905800000","2012_10",.3529412,0,0,0,0,0,0,.3529412
"KMOMK04","61134365905800000","2012_11",12.07059,0,0,0,0,0,12.07059,0
"KMOMK04","61134365905800000","2013_01",7.941176,0,0,0,0,0,7.941176,0
"KMOMK04","61134365905800000","2013_02",5.882353,0,0,0,0,0,5.294118,.5882353
"KMOMK04","61134365905800000","2013_03",2.352941,0,0,0,0,0,0,2.352941
"KMOMK04","61134365905800000","2013_04",.4705882,0,0,0,0,0,0,.4705882
"KMOMK04","61134365905800000","2013_05",2.352941,0,0,0,0,0,0,2.352941
"KMOMK04","61134365905800000","2013_06",11.76471,0,11.76471,0,0,0,0,0
"KMOMK04","61134365905800000","2013_07",292.7294,0,22.35294,0,0,0,265.7882,4.588235
"KMOMK04","61134365905800000","2013_09",.5882353,0,0,0,0,0,0,.5882353
"KMOMK06","61134395024600000","2012_11",16.47059,-1.176471,2.352941,0,0,0,0,15.29412
"KMOMK06","61134395024600000","2013_01",-7.45e-08,0,0,0,0,0,0,-7.45e-08
"KMOMK06","61134395024600000","2013_02",-1.176471,0,0,0,0,0,0,-1.176471
"KMOMK06","61134395024600000","2013_03",10.94118,0,11.76471,0,0,0,0,-.8235295
"KMOMK06","61134395024600000","2013_04",11.58824,-13.52941,12.94118,0,0,0,0,12.17647
"KMOMK06","61134395024600000","2013_05",21,-2.941177,22.35294,0,0,0,0,1.588235
"KMOMK06","61134395024600000","2013_06",25.82353,-2.529412,30,0,0,0,0,-1.647059
"KMOMK06","61134395024600000","2013_07",40.65882,36.47059,5.294117,0,0,0,0,-1.105882
"KMOMK06","61134395024600000","2013_08",.9411764,0,0,0,0,0,0,.9411764
"KMOMK06","61134395024600000","2013_09",12.70588,6.705882,0,0,0,0,0,6
"KMOMK06","61134395024600000","2013_10",.7058824,0,0,0,0,0,0,.7058824
"KMOMK06","61134395033200000","2012_10",2.764706,0,0,0,2.764706,0,0,0
"KMOMK06","61134395033200000","2012_11",74.41177,0,0,0,74.41177,0,0,0
"KMOMK06","61134395033200000","2012_12",74.29412,0,0,0,74.29412,0,0,0
"KMOMK06","61134395033200000","2013_01",29.17647,0,0,0,29.17647,0,0,0
"KMOMK06","61134395033200000","2013_02",61.76471,0,0,0,61.76471,0,0,0
"KMOMK06","61134395033200000","2013_03",67.76471,0,0,0,65.05882,0,2.705882,0
"KMOMK06","61134395033200000","2013_04",40.05882,0,0,0,40.05882,0,0,0
"KMOMK06","61134395033200000","2013_05",75.47059,0,0,0,75.47059,0,0,0
"KMOMK06","61134395033200000","2013_06",35,0,0,0,35,0,0,0
"KMOMK06","61134395033200000","2013_07",62.58823,0,0,0,62.58823,0,0,0
"KMOMK06","61134395033200000","2013_08",63.35294,0,0,0,57.11765,0,6.235294,0
"KMOMK06","61134395033200000","2013_09",65.22353,0,0,0,65.22353,0,0,0
"KMOMK06","61134395033200000","2013_10",17.69412,0,0,0,17.69412,0,0,0
"KMOMK08","61134362972400000","2012_11",61.74118,0,0,0,0,0,0,61.74118
"KMOMK08","61134362972400000","2012_12",76.29412,0,0,0,0,0,0,76.29412
"KMOMK08","61134362972400000","2013_01",74.14118,0,0,0,0,0,0,74.14118
"KMOMK08","61134362972400000","2013_02",65.57647,0,0,0,0,0,0,65.57647
"KMOMK08","61134362972400000","2013_03",71.25883,0,0,0,0,0,0,71.25883
"KMOMK08","61134362972400000","2013_04",65.8,0,0,0,0,0,0,65.8
"KMOMK08","61134362972400000","2013_05",-47.05882,0,0,0,0,0,0,-47.05882
"KMOMK08","61134362972400000","2013_07",80.51765,0,0,0,0,0,0,80.51765
"KMOMK08","61134362972400000","2013_08",69.08235,0,0,0,0,0,0,69.08235
"KMOMK08","61134362972400000","2013_09",70.14118,0,0,0,0,0,0,70.14118
"KMOMK08","61134362972400000","2013_10",12.58824,0,0,0,0,0,0,12.58824
"KMOMK08","61134363286800000","2012_11",588.2353,0,0,0,588.2353,0,0,0
"KMOMK08","61134363655200000","2012_11",83.29411,0,0,0,0,0,0,83.29411
"KMOMK08","61134363655200000","2012_12",141.0588,0,0,0,0,0,0,141.0588
"KMOMK08","61134363655200000","2013_01",176.647,0,0,0,0,0,24.70588,151.9412
"KMOMK08","61134363655200000","2013_02",139.8824,0,0,0,23.76471,0,0,116.1176
"KMOMK08","61134363655200000","2013_03",166.7647,0,0,0,57.17647,0,0,109.5882
"KMOMK08","61134363655200000","2013_04",187.2235,0,0,0,91.10588,0,0,96.11765
"KMOMK08","61134363655200000","2013_06",23.64706,0,0,0,23.64706,0,0,0
"KMOMK08","61134363655200000","2013_07",75.05882,0,0,0,75.05882,0,0,0
"KMOMK08","61134363726000000","2012_10",2.352941,0,0,0,0,0,0,2.352941
"KMOMK08","61134363726000000","2012_11",25.29412,0,0,0,0,0,16.47059,8.823529
"KMOMK08","61134363726000000","2012_12",17.64706,0,0,0,0,0,12.94118,4.705883
"KMOMK08","61134363726000000","2013_01",21.76471,0,0,0,0,0,21.76471,0
"KMOMK08","61134363726000000","2013_02",12.94118,0,0,0,0,0,12.94118,0
"KMOMK08","61134363726000000","2013_03",34.23529,0,0,0,0,0,19.41177,14.82353
"KMOMK08","61134363726000000","2013_04",55.52941,0,0,0,0,0,24.70588,30.82353
"KMOMK08","61134363726000000","2013_05",19.76471,0,0,0,0,0,0,19.76471
"KMOMK08","61134363726000000","2013_06",13.64706,0,0,0,0,0,0,13.64706
"KMOMK08","61134363726000000","2013_07",3.882353,0,0,0,0,0,3.529412,.3529408
"KMOMK08","61134363726000000","2013_08",41.76471,0,0,0,0,0,20.58823,21.17647
"KMOMK08","61134363726000000","2013_09",9.764706,0,0,0,0,0,9.764706,0
"KMOMK08","61134363982000000","2012_11",11.76471,0,11.76471,0,0,0,0,0
"KMOMK08","61134363982000000","2013_01",3.529412,0,0,0,0,0,3.529412,0
"KMOMK08","61134363982000000","2013_04",56.47059,0,56.47059,0,0,0,0,0
"KMOMK08","61134363982000000","2013_06",5.882353,0,5.882353,0,0,0,0,0
"KMOMK08","61134363982000000","2013_07",28.23529,0,0,0,0,0,28.23529,0
"KMOMK08","61134363982000000","2013_08",7.647059,0,7.647059,0,0,0,0,0
"KMOMK08","61134363982000000","2013_09",14.11765,0,0,0,0,0,14.11765,0
"KMOMK08","61134363982000000","2013_10",7.058824,0,0,0,0,0,7.058824,0
"KMOMK08","61134364059400000","2012_10",14.58823,0,0,0,0,0,0,14.58823
"KMOMK08","61134364059400000","2012_11",12.43529,0,0,0,0,0,0,12.43529
"KMOMK08","61134364059400000","2013_01",21.17647,0,0,0,0,0,0,21.17647
"KMOMK08","61134364059400000","2013_03",-1.941176,0,0,0,0,0,0,-1.941176
"KMOMK08","61134364059400000","2013_04",25.35294,0,0,0,0,0,0,25.35294
"KMOMK08","61134364059400000","2013_05",8.823529,0,0,0,0,0,0,8.823529
"KMOMK08","61134364059400000","2013_06",-23.41177,0,0,0,0,0,0,-23.41177
"KMOMK08","61134364059400000","2013_07",6.117647,0,0,0,0,0,0,6.117647
"KMOMK08","61134364059400000","2013_09",2.352941,0,0,0,0,0,0,2.352941
"KMOMK08","61134364059400000","2013_10",3.529412,0,0,0,0,0,0,3.529412
"KMOMK08","61134364237300000","2012_11",50.58823,0,0,0,0,0,0,50.58823
"KMOMK08","61134364237300000","2012_12",356.4706,0,0,0,0,0,0,356.4706
"KMOMK08","61134364237300000","2013_01",105.5765,0,0,0,0,0,0,105.5765
"KMOMK08","61134364237300000","2013_02",-3.682353,0,0,0,0,0,0,-3.682353
"KMOMK08","61134364505100000","2012_11",28.70588,0,0,0,0,0,0,28.70588
"KMOMK08","61134364505100000","2012_12",69.41177,0,0,0,0,0,69.41177,0
"KMOMK08","61134364505100000","2013_01",191,0,0,0,0,0,191,0
"KMOMK08","61134364505100000","2013_02",113.5059,0,0,0,0,0,109.7647,3.741177
"KMOMK08","61134364505100000","2013_03",28.47059,0,0,0,0,0,21.52941,6.941177
"KMOMK08","61134364505100000","2013_04",70.58823,0,0,0,0,0,70.58823,0
"KMOMK08","61134364505100000","2013_07",155.2941,0,0,0,0,0,155.2941,0
"KMOMK08","61134364505100000","2013_08",100,0,0,0,0,0,100,0
"KMOMK08","61134364505100000","2013_09",58.82353,0,0,0,0,0,58.82353,0
"KMOMK08","61134364505100000","2013_10",49.41177,0,0,0,0,0,49.41177,0
"KMOMK08","61136006790000000","2013_01",19.41176,0,0,0,0,0,0,19.41176
"KMOMK08","61136006790000000","2013_02",5.294118,0,0,0,0,0,0,5.294118
"KMOMK08","61136006790000000","2013_03",4.705883,0,0,0,0,0,2.352941,2.352941
"KMOMK09","61134479318400000","2012_11",70.11765,0,0,0,0,0,0,70.11765
"KMOMK09","61134479318400000","2012_12",162.3529,0,0,0,0,0,150.5882,11.76471
"KMOMK09","61134479318400000","2013_01",214.7059,-1.764706,0,0,0,11.76471,204.7059,0
"KMOMK09","61134479318400000","2013_02",96.47059,0,0,0,0,0,96.47059,0
"KMOMK09","61134479318400000","2013_03",150.6706,0,0,0,0,0,150.6706,0
"KMOMK09","61134479318400000","2013_04",2.352941,0,0,0,0,0,2.352941,0
"KMOMK09","61134479318400000","2013_05",111.7647,0,0,0,0,0,111.7647,0
"KMOMK09","61134479318400000","2013_07",35.88235,7.647059,0,0,0,0,0,28.23529
"KMOMK09","61134479318400000","2013_08",56.11765,22,0,0,0,0,0,34.11765
"KMOMK09","61134479318400000","2013_09",139.4118,4.117647,0,0,0,0,0,135.2941
"KMOMK09","HH","2013_06",-305.8824,0,0,0,0,0,0,-305.8824
"KMOMK09","HH","2013_07",200,0,0,0,0,0,0,200
"KMOMK13","61134381860100000","2012_11",5.882353,0,0,0,0,0,0,5.882353
"KMOMK13","61134381860100000","2012_12",17.29412,0,0,0,0,0,0,17.29412
"KMOMK13","61134381860100000","2013_01",24.64706,0,0,0,0,0,0,24.64706
"KMOMK13","61134381860100000","2013_02",18.64706,0,0,0,0,0,0,18.64706
"KMOMK13","61134381860100000","2013_03",27.47059,0,0,0,0,0,0,27.47059
"KMOMK13","61134381860100000","2013_04",29.23529,0,0,0,0,0,0,29.23529
"KMOMK13","61134381860100000","2013_05",23.52941,0,0,0,0,0,0,23.52941
"KMOMK13","61134381860100000","2013_06",21.11765,0,0,0,0,0,0,21.11765
"KMOMK13","61134381860100000","2013_07",26.47059,0,0,0,0,0,0,26.47059
"KMOMK13","61134381860100000","2013_08",21.47059,0,0,0,0,0,0,21.47059
"KMOMK13","61134381860100000","2013_09",15.03529,0,0,0,0,0,0,15.03529
"KMOMK13","61134381860100000","2013_10",5.176471,0,0,0,0,0,0,5.176471
"KMOMK13","61134381869100000","2012_10",1.764706,0,0,0,1.764706,0,0,0
"KMOMK13","61134381869100000","2012_11",9.411765,0,0,0,9.411765,0,0,0
"KMOMK13","61134381869100000","2013_01",42.35294,0,0,0,42.35294,0,0,0
"KMOMK13","61134381869100000","2013_02",7.058824,0,0,0,7.058824,0,0,0
"KMOMK13","61134381869100000","2013_03",28.23529,0,0,0,28.23529,0,0,0
"KMOMK13","61134381869100000","2013_04",24.70588,0,0,0,24.70588,0,0,0
"KMOMK13","61134381869100000","2013_05",47.64706,0,0,0,47.64706,0,0,0
"KMOMK13","61134381869100000","2013_06",24.70588,0,0,0,24.70588,0,0,0
"KMOMK13","61134381869100000","2013_07",54.70588,0,0,0,54.70588,0,0,0
"KMOMK13","61134381869100000","2013_08",47.64706,0,0,0,47.64706,0,0,0
"KMOMK13","61134382134100000","2012_10",16.47059,0,16.47059,0,0,0,0,0
"KMOMK13","61134382134100000","2012_11",45.17647,0,0,0,0,0,24,21.17647
"KMOMK13","61134382134100000","2012_12",47.05882,0,0,0,0,0,23.52941,23.52941
"KMOMK13","61134382134100000","2013_01",23.52941,0,0,0,0,0,23.52941,0
"KMOMK13","61134382134100000","2013_02",23.52941,0,0,0,0,0,23.52941,0
"KMOMK13","61134382134100000","2013_03",48.23529,0,0,0,0,0,48.23529,0
"KMOMK13","61134382134100000","2013_04",7.058824,0,7.058824,0,0,0,0,0
"KMOMK13","61134382134100000","2013_05",11.76471,0,11.76471,0,0,0,0,0
"KMOMK13","61134382134100000","2013_07",29.41176,0,29.41176,0,0,0,0,0
"KMOMK13","61134382134100000","2013_09",29.41176,0,0,0,0,0,29.41176,0
"KMOMK13","61134392501200000","2013_01",3.058824,0,3.058824,0,0,0,0,0
"KMOMK13","61134392501200000","2013_02",35.17647,0,35.17647,0,0,0,0,0
"KMOMK14","61134393126800000","2012_10",28.70588,0,0,0,0,0,0,28.70588
"KMOMK14","61134393126800000","2012_11",78.58823,0,0,0,0,0,0,78.58823
"KMOMK14","61134393126800000","2012_12",72.35294,0,3.529412,0,0,0,0,68.82353
"KMOMK14","61134393126800000","2013_01",87.52941,0,20,0,0,1.176471,0,66.35294
"KMOMK14","61134393126800000","2013_02",97.11765,0,0,0,0,0,3.529412,93.58823
"KMOMK14","61134393126800000","2013_03",96.44706,0,0,0,0,0,0,96.44706
"KMOMK14","61134393126800000","2013_04",98.89412,0,0,0,0,0,0,98.89412
"KMOMK14","61134393126800000","2013_05",171.1176,0,0,0,0,0,82.35294,88.76471
"KMOMK14","61134393126800000","2013_06",95.47059,0,0,0,0,0,21.17647,74.29412
"KMOMK14","61134393126800000","2013_07",93.58823,0,0,0,0,0,0,93.58823
"KMOMK14","61134393126800000","2013_08",70.6,0,0,0,0,49.82353,0,20.77647
"KMOMK14","61134393126800000","2013_09",109.4353,0,95.95294,0,0,13.48235,0,0
"KMOMK14","61134394294700000","2012_11",.5882353,0,0,0,0,0,0,.5882353
"KMOMK14","61134394294700000","2012_12",3.529412,0,0,0,0,0,0,3.529412
"KMOMK15","61134458558400000","2012_11",654.1176,18.82353,0,0,0,635.2941,0,0
"KMOMK15","61134458558400000","2012_12",88.23528,-182.3529,0,0,0,0,0,270.5882
"KMOMK15","61134458558400000","2013_01",-39.52941,0,0,0,0,0,0,-39.52941
"KMOMK15","61134458558400000","2013_02",166.7647,3,0,0,0,176.4706,0,-12.70588
"KMOMK15","61134458558400000","2013_03",437.1765,0,0,0,0,552.9412,0,-115.7647
"KMOMK15","61134458558400000","2013_04",101.5294,12.94118,0,0,0,88.23529,.3529412,0
"KMOMK15","61134458558400000","2013_05",1032.941,0,0,0,0,141.1765,891.7647,0
"KMOMK15","61134458558400000","2013_06",114.1176,0,0,0,0,111.7647,2.352941,0
"KMOMK15","61134458558400000","2013_07",153.5294,0,0,0,0,105.8824,47.64706,0
"KMOMK15","61134458558400000","2013_08",105.8824,0,0,0,0,105.8824,0,0
"KMOMK15","61134458558400000","2013_09",394.1177,0,0,0,0,123.5294,0,270.5883
"KMOMK15","61134459331600000","2012_11",49.41177,0,4.705882,0,44.70588,0,0,0
"KMOMK15","61134459536800000","2012_11",47.05882,0,0,0,47.05882,0,0,0
"KMOMK15","61134889846300000","2012_10",98,0,0,0,82.35294,0,0,15.64706
